date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:20:17	5640/5640	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263373990-1608%22	https://colorlib.com/etc/cs/comingsoon_03/vendor/tilt/tilt.jquery.min.js	C:/My%20Web%20Sites/coming%20soon/colorlib.com/etc/cs/comingsoon_03/vendor/tilt/tilt.jquery.min.js	(from https://colorlib.com/etc/cs/comingsoon_03/index.html)
00:20:18	875/875	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263373983-58c%22	https://colorlib.com/etc/cs/comingsoon_03/js/main.js	C:/My%20Web%20Sites/coming%20soon/colorlib.com/etc/cs/comingsoon_03/js/main.js	(from https://colorlib.com/etc/cs/comingsoon_03/index.html)
00:20:18	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2263373978-2876e%22	https://colorlib.com/etc/cs/comingsoon_03/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/coming%20soon/colorlib.com/etc/cs/comingsoon_03/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.eot	(from https://colorlib.com/etc/cs/comingsoon_03/fonts/font-awesome-4.7.0/css/font-awesome.min.css)
00:20:19	77160/77160	---M--	200	added ('OK')	application/font-woff2	etag:%2263373979-12d68%22	https://colorlib.com/etc/cs/comingsoon_03/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/coming%20soon/colorlib.com/etc/cs/comingsoon_03/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.woff2	(from https://colorlib.com/etc/cs/comingsoon_03/fonts/font-awesome-4.7.0/css/font-awesome.min.css)
00:20:19	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2263373978-2876e%22	https://colorlib.com/etc/cs/comingsoon_03/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/coming%20soon/colorlib.com/etc/cs/comingsoon_03/fonts/font-awesome-4.7.0/fonts/fontawesome-webfontd41d.eot	(from https://colorlib.com/etc/cs/comingsoon_03/fonts/font-awesome-4.7.0/css/font-awesome.min.css)
00:20:19	98024/98024	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2263373979-17ee8%22	https://colorlib.com/etc/cs/comingsoon_03/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/coming%20soon/colorlib.com/etc/cs/comingsoon_03/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.woff	(from https://colorlib.com/etc/cs/comingsoon_03/fonts/font-awesome-4.7.0/css/font-awesome.min.css)
00:20:19	165548/165548	---MCZ	200	added ('OK')	application/font-ttf	etag:W/%2263373978-286ac%22	https://colorlib.com/etc/cs/comingsoon_03/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/coming%20soon/colorlib.com/etc/cs/comingsoon_03/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.ttf	(from https://colorlib.com/etc/cs/comingsoon_03/fonts/font-awesome-4.7.0/css/font-awesome.min.css)
00:20:20	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263373978-6c7db%22	https://colorlib.com/etc/cs/comingsoon_03/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/coming%20soon/colorlib.com/etc/cs/comingsoon_03/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.svg	(from https://colorlib.com/etc/cs/comingsoon_03/fonts/font-awesome-4.7.0/css/font-awesome.min.css)
00:20:20	85664/85664	---MCZ	200	added ('OK')	application/font-ttf	etag:W/%2263373974-14ea0%22	https://colorlib.com/etc/cs/comingsoon_03/fonts/Barlow/Barlow-Regular.ttf	C:/My%20Web%20Sites/coming%20soon/colorlib.com/etc/cs/comingsoon_03/fonts/Barlow/Barlow-Regular.ttf	(from https://colorlib.com/etc/cs/comingsoon_03/css/main.css)
00:20:20	89352/89352	---MCZ	200	added ('OK')	application/font-ttf	etag:W/%2263373973-15d08%22	https://colorlib.com/etc/cs/comingsoon_03/fonts/Barlow/Barlow-Medium.ttf	C:/My%20Web%20Sites/coming%20soon/colorlib.com/etc/cs/comingsoon_03/fonts/Barlow/Barlow-Medium.ttf	(from https://colorlib.com/etc/cs/comingsoon_03/css/main.css)
00:20:21	86744/86744	---MCZ	200	added ('OK')	application/font-ttf	etag:W/%2263373970-152d8%22	https://colorlib.com/etc/cs/comingsoon_03/fonts/Barlow/Barlow-Bold.ttf	C:/My%20Web%20Sites/coming%20soon/colorlib.com/etc/cs/comingsoon_03/fonts/Barlow/Barlow-Bold.ttf	(from https://colorlib.com/etc/cs/comingsoon_03/css/main.css)
